Step,AgentID,Wealth,Position,Exp name,Vision,Tax Rate,Ams map,Death,Inst regrowth
0,0,5.0,"(23, 41)",insregrow,6,1,True,True,True
0,1,5.0,"(13, 10)",insregrow,6,1,True,True,True
0,2,5.0,"(14, 25)",insregrow,6,1,True,True,True
0,3,5.0,"(30, 39)",insregrow,6,1,True,True,True
0,4,5.0,"(47, 33)",insregrow,6,1,True,True,True
0,5,5.0,"(17, 39)",insregrow,6,1,True,True,True
0,6,5.0,"(12, 29)",insregrow,6,1,True,True,True
0,7,5.0,"(25, 40)",insregrow,6,1,True,True,True
0,8,5.0,"(5, 28)",insregrow,6,1,True,True,True
0,9,5.0,"(19, 43)",insregrow,6,1,True,True,True
0,10,5.0,"(19, 5)",insregrow,6,1,True,True,True
0,11,5.0,"(0, 6)",insregrow,6,1,True,True,True
0,12,5.0,"(34, 34)",insregrow,6,1,True,True,True
0,13,5.0,"(44, 21)",insregrow,6,1,True,True,True
0,14,5.0,"(37, 48)",insregrow,6,1,True,True,True
0,15,5.0,"(23, 33)",insregrow,6,1,True,True,True
0,16,5.0,"(13, 29)",insregrow,6,1,True,True,True
0,17,5.0,"(41, 48)",insregrow,6,1,True,True,True
0,18,5.0,"(37, 39)",insregrow,6,1,True,True,True
0,19,5.0,"(29, 7)",insregrow,6,1,True,True,True
0,20,5.0,"(34, 22)",insregrow,6,1,True,True,True
0,21,5.0,"(24, 45)",insregrow,6,1,True,True,True
0,22,5.0,"(41, 21)",insregrow,6,1,True,True,True
0,23,5.0,"(35, 0)",insregrow,6,1,True,True,True
0,24,5.0,"(21, 49)",insregrow,6,1,True,True,True
0,25,5.0,"(2, 45)",insregrow,6,1,True,True,True
0,26,5.0,"(21, 1)",insregrow,6,1,True,True,True
0,27,5.0,"(2, 45)",insregrow,6,1,True,True,True
0,28,5.0,"(18, 24)",insregrow,6,1,True,True,True
0,29,5.0,"(32, 26)",insregrow,6,1,True,True,True
0,30,5.0,"(49, 6)",insregrow,6,1,True,True,True
0,31,5.0,"(45, 10)",insregrow,6,1,True,True,True
0,32,5.0,"(21, 24)",insregrow,6,1,True,True,True
0,33,5.0,"(24, 19)",insregrow,6,1,True,True,True
0,34,5.0,"(36, 43)",insregrow,6,1,True,True,True
0,35,5.0,"(0, 6)",insregrow,6,1,True,True,True
0,36,5.0,"(11, 44)",insregrow,6,1,True,True,True
0,37,5.0,"(6, 29)",insregrow,6,1,True,True,True
0,38,5.0,"(11, 39)",insregrow,6,1,True,True,True
0,39,5.0,"(28, 39)",insregrow,6,1,True,True,True
0,40,5.0,"(38, 45)",insregrow,6,1,True,True,True
0,41,5.0,"(17, 0)",insregrow,6,1,True,True,True
0,42,5.0,"(5, 9)",insregrow,6,1,True,True,True
0,43,5.0,"(1, 5)",insregrow,6,1,True,True,True
0,44,5.0,"(18, 30)",insregrow,6,1,True,True,True
0,45,5.0,"(15, 18)",insregrow,6,1,True,True,True
0,46,5.0,"(23, 37)",insregrow,6,1,True,True,True
0,47,5.0,"(11, 16)",insregrow,6,1,True,True,True
0,48,5.0,"(22, 12)",insregrow,6,1,True,True,True
0,49,5.0,"(20, 44)",insregrow,6,1,True,True,True
0,50,5.0,"(28, 6)",insregrow,6,1,True,True,True
0,51,5.0,"(46, 49)",insregrow,6,1,True,True,True
0,52,5.0,"(36, 16)",insregrow,6,1,True,True,True
0,53,5.0,"(10, 22)",insregrow,6,1,True,True,True
0,54,5.0,"(14, 21)",insregrow,6,1,True,True,True
0,55,5.0,"(38, 25)",insregrow,6,1,True,True,True
0,56,5.0,"(43, 16)",insregrow,6,1,True,True,True
0,57,5.0,"(17, 28)",insregrow,6,1,True,True,True
0,58,5.0,"(47, 44)",insregrow,6,1,True,True,True
0,59,5.0,"(16, 10)",insregrow,6,1,True,True,True
0,60,5.0,"(24, 4)",insregrow,6,1,True,True,True
0,61,5.0,"(34, 43)",insregrow,6,1,True,True,True
0,62,5.0,"(28, 4)",insregrow,6,1,True,True,True
0,63,5.0,"(12, 22)",insregrow,6,1,True,True,True
0,64,5.0,"(35, 20)",insregrow,6,1,True,True,True
0,65,5.0,"(19, 3)",insregrow,6,1,True,True,True
0,66,5.0,"(45, 17)",insregrow,6,1,True,True,True
0,67,5.0,"(14, 16)",insregrow,6,1,True,True,True
0,68,5.0,"(48, 24)",insregrow,6,1,True,True,True
0,69,5.0,"(43, 43)",insregrow,6,1,True,True,True
0,70,5.0,"(44, 16)",insregrow,6,1,True,True,True
0,71,5.0,"(43, 29)",insregrow,6,1,True,True,True
0,72,5.0,"(21, 3)",insregrow,6,1,True,True,True
0,73,5.0,"(44, 32)",insregrow,6,1,True,True,True
0,74,5.0,"(31, 46)",insregrow,6,1,True,True,True
0,75,5.0,"(34, 3)",insregrow,6,1,True,True,True
0,76,5.0,"(20, 31)",insregrow,6,1,True,True,True
0,77,5.0,"(14, 32)",insregrow,6,1,True,True,True
0,78,5.0,"(22, 7)",insregrow,6,1,True,True,True
0,79,5.0,"(8, 47)",insregrow,6,1,True,True,True
0,80,5.0,"(37, 5)",insregrow,6,1,True,True,True
0,81,5.0,"(30, 19)",insregrow,6,1,True,True,True
0,82,5.0,"(15, 33)",insregrow,6,1,True,True,True
0,83,5.0,"(47, 24)",insregrow,6,1,True,True,True
0,84,5.0,"(29, 41)",insregrow,6,1,True,True,True
0,85,5.0,"(12, 39)",insregrow,6,1,True,True,True
0,86,5.0,"(45, 23)",insregrow,6,1,True,True,True
0,87,5.0,"(43, 45)",insregrow,6,1,True,True,True
0,88,5.0,"(11, 18)",insregrow,6,1,True,True,True
0,89,5.0,"(41, 9)",insregrow,6,1,True,True,True
0,90,5.0,"(28, 21)",insregrow,6,1,True,True,True
0,91,5.0,"(27, 8)",insregrow,6,1,True,True,True
0,92,5.0,"(2, 16)",insregrow,6,1,True,True,True
0,93,5.0,"(48, 10)",insregrow,6,1,True,True,True
0,94,5.0,"(27, 27)",insregrow,6,1,True,True,True
0,95,5.0,"(1, 10)",insregrow,6,1,True,True,True
0,96,5.0,"(22, 45)",insregrow,6,1,True,True,True
0,97,5.0,"(13, 48)",insregrow,6,1,True,True,True
0,98,5.0,"(48, 35)",insregrow,6,1,True,True,True
0,99,5.0,"(41, 37)",insregrow,6,1,True,True,True
0,100,5.0,"(49, 7)",insregrow,6,1,True,True,True
0,101,5.0,"(15, 1)",insregrow,6,1,True,True,True
0,102,5.0,"(23, 34)",insregrow,6,1,True,True,True
0,103,5.0,"(40, 47)",insregrow,6,1,True,True,True
0,104,5.0,"(5, 35)",insregrow,6,1,True,True,True
0,105,5.0,"(24, 39)",insregrow,6,1,True,True,True
0,106,5.0,"(21, 6)",insregrow,6,1,True,True,True
0,107,5.0,"(45, 24)",insregrow,6,1,True,True,True
0,108,5.0,"(48, 8)",insregrow,6,1,True,True,True
0,109,5.0,"(17, 14)",insregrow,6,1,True,True,True
0,110,5.0,"(8, 17)",insregrow,6,1,True,True,True
0,111,5.0,"(5, 4)",insregrow,6,1,True,True,True
0,112,5.0,"(12, 6)",insregrow,6,1,True,True,True
0,113,5.0,"(6, 17)",insregrow,6,1,True,True,True
0,114,5.0,"(38, 13)",insregrow,6,1,True,True,True
0,115,5.0,"(30, 27)",insregrow,6,1,True,True,True
0,116,5.0,"(16, 35)",insregrow,6,1,True,True,True
0,117,5.0,"(40, 5)",insregrow,6,1,True,True,True
0,118,5.0,"(2, 3)",insregrow,6,1,True,True,True
0,119,5.0,"(22, 34)",insregrow,6,1,True,True,True
0,120,5.0,"(8, 21)",insregrow,6,1,True,True,True
0,121,5.0,"(31, 17)",insregrow,6,1,True,True,True
0,122,5.0,"(41, 27)",insregrow,6,1,True,True,True
0,123,5.0,"(41, 1)",insregrow,6,1,True,True,True
0,124,5.0,"(43, 7)",insregrow,6,1,True,True,True
0,125,5.0,"(34, 41)",insregrow,6,1,True,True,True
0,126,5.0,"(40, 40)",insregrow,6,1,True,True,True
0,127,5.0,"(33, 30)",insregrow,6,1,True,True,True
0,128,5.0,"(13, 30)",insregrow,6,1,True,True,True
0,129,5.0,"(29, 22)",insregrow,6,1,True,True,True
0,130,5.0,"(35, 41)",insregrow,6,1,True,True,True
0,131,5.0,"(17, 21)",insregrow,6,1,True,True,True
0,132,5.0,"(14, 0)",insregrow,6,1,True,True,True
0,133,5.0,"(3, 27)",insregrow,6,1,True,True,True
0,134,5.0,"(42, 12)",insregrow,6,1,True,True,True
0,135,5.0,"(6, 3)",insregrow,6,1,True,True,True
0,136,5.0,"(45, 29)",insregrow,6,1,True,True,True
0,137,5.0,"(36, 30)",insregrow,6,1,True,True,True
0,138,5.0,"(24, 13)",insregrow,6,1,True,True,True
0,139,5.0,"(21, 0)",insregrow,6,1,True,True,True
0,140,5.0,"(45, 15)",insregrow,6,1,True,True,True
0,141,5.0,"(48, 49)",insregrow,6,1,True,True,True
0,142,5.0,"(17, 6)",insregrow,6,1,True,True,True
0,143,5.0,"(41, 42)",insregrow,6,1,True,True,True
0,144,5.0,"(6, 40)",insregrow,6,1,True,True,True
0,145,5.0,"(11, 7)",insregrow,6,1,True,True,True
0,146,5.0,"(43, 30)",insregrow,6,1,True,True,True
0,147,5.0,"(13, 6)",insregrow,6,1,True,True,True
0,148,5.0,"(4, 8)",insregrow,6,1,True,True,True
0,149,5.0,"(44, 10)",insregrow,6,1,True,True,True
0,150,5.0,"(6, 26)",insregrow,6,1,True,True,True
0,151,5.0,"(19, 27)",insregrow,6,1,True,True,True
0,152,5.0,"(38, 38)",insregrow,6,1,True,True,True
0,153,5.0,"(49, 4)",insregrow,6,1,True,True,True
0,154,5.0,"(33, 47)",insregrow,6,1,True,True,True
0,155,5.0,"(3, 29)",insregrow,6,1,True,True,True
0,156,5.0,"(12, 5)",insregrow,6,1,True,True,True
0,157,5.0,"(6, 48)",insregrow,6,1,True,True,True
0,158,5.0,"(29, 2)",insregrow,6,1,True,True,True
0,159,5.0,"(12, 22)",insregrow,6,1,True,True,True
0,160,5.0,"(33, 25)",insregrow,6,1,True,True,True
0,161,5.0,"(36, 30)",insregrow,6,1,True,True,True
